iter	Passed	Remaining
723	5293	9329
724	5296	9313
725	5299	9299
726	5320	9315
727	5324	9303
728	5327	9288
729	5329	9272
730	5332	9257
731	5335	9242
732	5338	9227
733	5341	9212
734	5344	9198
735	5346	9182
736	5359	9184
737	5367	9178
738	5394	9205
739	5419	9227
740	5423	9214
741	5426	9200
742	5430	9186
743	5435	9176
744	5443	9169
745	5473	9200
746	5476	9185
747	5480	9173
748	5487	9165
749	5491	9151
750	5493	9136
751	5499	9127
752	5503	9113
753	5525	9130
754	5528	9116
755	5533	9105
756	5539	9095
757	5543	9082
758	5546	9068
759	5551	9057
760	5558	9049
761	5567	9044
762	5573	9035
763	5581	9029
764	5608	9054
765	5615	9046
766	5624	9042
767	5632	9035
768	5639	9028
769	5663	9046
770	5689	9070
771	5693	9057
772	5697	9044
773	5700	9029
774	5703	9015
775	5708	9004
776	5711	8989
777	5719	8982
778	5722	8968
779	5724	8954
780	5727	8939
781	5730	8925
782	5733	8911
783	5736	8897
784	5739	8884
785	5742	8869
786	5746	8856
787	5755	8852
788	5759	8839
789	5761	8825
790	5766	8814
791	5770	8800
792	5773	8787
793	5782	8782
794	5788	8773
795	5795	8766
796	5801	8756
797	5805	8745
798	5814	8739
799	5820	8730
800	5828	8724
801	5838	8721
802	5845	8713
803	5851	8704
804	5858	8696
805	5866	8690
806	5872	8681
807	5881	8676
808	5886	8666
809	5906	8677
810	5911	8666
811	5913	8652
812	5916	8638
813	5920	8625
814	5939	8636
815	5944	8625
816	5948	8613
817	5958	8609
818	5964	8601
819	5972	8594
820	5976	8583
821	5980	8570
822	5990	8567
823	5997	8559
824	6003	8550
825	6016	8551
826	6025	8545
827	6033	8540
828	6039	8530
829	6045	8522
830	6049	8509
831	6054	8500
832	6057	8486
833	6060	8472
834	6064	8460
835	6069	8450
836	6072	8437
837	6075	8424
838	6080	8413
839	6083	8401
840	6086	8388
841	6089	8374
842	6091	8360
843	6094	8347
844	6099	8336
845	6102	8324
846	6105	8311
847	6109	8299
848	6112	8286
849	6115	8274
850	6118	8261
851	6121	8248
852	6125	8236
853	6129	8225
854	6132	8212
855	6135	8199
856	6138	8187
857	6141	8174
858	6145	8162
859	6148	8149
860	6152	8139
861	6157	8128
862	6161	8117
863	6164	8104
864	6166	8091
865	6169	8078
866	6173	8067
867	6176	8055
868	6180	8043
869	6183	8031
870	6187	8019
871	6191	8009
872	6194	7996
873	6197	7984
874	6200	7971
875	6204	7961
876	6207	7949
877	6213	7940
878	6219	7931
879	6223	7920
880	6226	7908
881	6231	7898
882	6236	7889
883	6246	7885
884	6249	7873
885	6254	7863
886	6257	7851
887	6260	7839
888	6264	7829
889	6267	7816
890	6270	7804
891	6273	7792
892	6276	7780
893	6278	7767
894	6283	7757
895	6285	7745
896	6288	7732
897	6291	7720
898	6295	7710
899	6299	7698
900	6301	7686
901	6304	7674
902	6307	7662
903	6310	7650
904	6313	7638
905	6316	7626
906	6319	7614
907	6321	7602
908	6325	7591
909	6329	7581
910	6332	7570
911	6336	7559
912	6339	7547
913	6343	7537
914	6347	7526
915	6351	7516
916	6353	7504
917	6357	7493
918	6360	7482
919	6363	7470
920	6366	7458
921	6369	7446
922	6372	7436
923	6375	7424
924	6378	7413
925	6381	7401
926	6384	7390
927	6389	7381
928	6394	7372
929	6401	7364
930	6410	7360
931	6422	7359
932	6429	7352
933	6436	7346
934	6442	7338
935	6456	7339
936	6470	7340
937	6482	7339
938	6492	7336
939	6509	7340
940	6516	7333
941	6523	7327
942	6531	7321
943	6538	7314
944	6541	7303
945	6545	7293
946	6551	7284
947	6554	7273
948	6557	7262
949	6560	7251
950	6575	7253
951	6581	7245
952	6584	7233
953	6587	7222
954	6590	7211
955	6594	7201
956	6597	7190
957	6602	7181
958	6604	7169
959	6609	7160
960	6612	7149
961	6616	7139
962	6618	7127
963	6622	7116
964	6626	7106
965	6629	7095
966	6631	7084
967	6634	7073
968	6640	7065
969	6644	7055
970	6648	7045
971	6651	7034
972	6654	7023
973	6656	7012
974	6660	7001
975	6663	6991
976	6666	6980
977	6670	6970
978	6673	6959
979	6676	6949
980	6693	6953
981	6704	6950
982	6711	6943
983	6714	6933
984	6718	6923
985	6722	6913
986	6724	6901
987	6727	6890
988	6730	6879
989	6735	6871
990	6738	6860
991	6740	6849
992	6744	6839
993	6751	6832
994	6754	6822
995	6757	6811
996	6760	6801
997	6764	6791
998	6767	6780
999	6771	6771
1000	6789	6775
1001	6801	6774
1002	6812	6771
1003	6819	6765
1004	6829	6761
1005	6836	6754
1006	6839	6744
1007	6865	6756
1008	6868	6745
1009	6872	6736
1010	6877	6727
1011	6879	6716
1012	6883	6706
1013	6885	6695
1014	6889	6686
1015	6893	6676
1016	6896	6665
1017	6899	6655
1018	6902	6644
1019	6906	6635
1020	6910	6625
1021	6912	6614
1022	6915	6604
1023	6918	6594
1024	6924	6586
1025	6926	6575
1026	6929	6564
1027	6932	6554
1028	6947	6555
1029	6953	6548
1030	6966	6547
1031	6971	6538
1032	6974	6529
1033	6977	6518
1034	6982	6510
1035	6986	6500
1036	6989	6490
1037	6992	6480
1038	6996	6471
1039	6999	6460
1040	7005	6453
1041	7008	6443
1042	7013	6435
1043	7016	6425
1044	7020	6415
1045	7023	6405
1046	7026	6395
1047	7031	6387
1048	7037	6379
1049	7042	6371
1050	7046	6362
1051	7054	6357
1052	7057	6346
1053	7060	6337
1054	7064	6327
1055	7066	6317
1056	7069	6307
1057	7072	6297
1058	7077	6288
1059	7080	6278
1060	7082	6268
1061	7086	6259
1062	7090	6249
1063	7093	6240
1064	7096	6230
1065	7099	6220
1066	7103	6211
1067	7121	6214
1068	7125	6205
1069	7128	6195
1070	7131	6186
1071	7135	6177
1072	7143	6171
1073	7147	6162
1074	7150	6152
1075	7155	6144
1076	7158	6134
1077	7161	6124
1078	7164	6115
1079	7167	6105
1080	7171	6096
1081	7175	6087
1082	7178	6078
1083	7183	6069
1084	7186	6060
1085	7189	6051
1086	7192	6041
1087	7195	6031
1088	7198	6022
1089	7201	6012
1090	7206	6004
1091	7209	5994
1092	7213	5985
1093	7216	5976
1094	7222	5969
1095	7232	5965
1096	7242	5961
1097	7249	5955
1098	7255	5948
1099	7264	5943
1100	7270	5936
1101	7278	5930
1102	7284	5924
1103	7292	5918
1104	7295	5909
1105	7298	5899
1106	7301	5890
1107	7304	5880
1108	7309	5873
1109	7312	5863
1110	7316	5854
1111	7319	5844
1112	7323	5836
1113	7326	5827
1114	7329	5817
1115	7332	5807
1116	7335	5798
1117	7339	5790
1118	7342	5781
1119	7346	5772
1120	7350	5763
1121	7354	5755
1122	7357	5745
1123	7360	5736
1124	7363	5727
1125	7366	5717
1126	7369	5708
1127	7372	5699
1128	7375	5690
1129	7379	5681
1130	7382	5672
1131	7386	5664
1132	7389	5654
1133	7392	5645
1134	7395	5635
1135	7400	5628
1136	7404	5619
1137	7406	5610
1138	7413	5603
1139	7418	5596
1140	7421	5586
1141	7423	5577
1142	7428	5569
1143	7431	5560
1144	7434	5551
1145	7437	5542
1146	7439	5532
1147	7443	5523
1148	7446	5515
1149	7449	5505
1150	7451	5496
1151	7454	5487
1152	7459	5479
1153	7462	5470
1154	7471	5466
1155	7474	5456
1156	7476	5447
1157	7479	5438
1158	7482	5429
1159	7485	5420
1160	7490	5413
1161	7494	5404
1162	7496	5395
1163	7499	5386
1164	7501	5376
1165	7506	5368
1166	7509	5360
1167	7512	5351
1168	7520	5346
1169	7527	5339
1170	7534	5334
1171	7541	5327
1172	7548	5321
1173	7555	5315
1174	7562	5310
1175	7571	5305
1176	7577	5298
1177	7584	5292
1178	7591	5286
1179	7599	5281
1180	7609	5277
1181	7618	5272
1182	7622	5264
1183	7626	5255
1184	7630	5247
1185	7633	5239
1186	7636	5230
1187	7639	5221
1188	7641	5212
1189	7644	5203
1190	7647	5194
1191	7651	5186
1192	7654	5177
1193	7657	5168
1194	7661	5161
1195	7664	5152
1196	7667	5143
1197	7670	5134
1198	7673	5126
1199	7677	5118
1200	7680	5109
1201	7683	5100
1202	7685	5092
1203	7689	5083
1204	7692	5075
1205	7695	5066
1206	7698	5058
1207	7704	5051
1208	7707	5042
1209	7709	5033
1210	7712	5024
1211	7715	5016
1212	7721	5009
1213	7724	5001
1214	7727	4992
1215	7729	4983
1216	7733	4975
1217	7741	4970
1218	7749	4964
1219	7756	4959
1220	7763	4953
1221	7770	4947
1222	7774	4939
1223	7777	4930
1224	7781	4923
1225	7785	4915
1226	7788	4906
1227	7793	4899
1228	7798	4892
1229	7801	4883
1230	7803	4874
1231	7806	4866
1232	7810	4858
1233	7815	4851
1234	7821	4844
1235	7829	4839
1236	7837	4834
1237	7844	4828
1238	7852	4822
1239	7859	4817
1240	7870	4813
1241	7880	4809
1242	7891	4806
1243	7894	4797
1244	7896	4788
1245	7899	4780
1246	7902	4771
1247	7908	4765
1248	7911	4757
1249	7915	4749
1250	7917	4740
1251	7922	4732
1252	7924	4724
1253	7927	4715
1254	7934	4710
1255	7941	4704
1256	7947	4697
1257	7957	4693
1258	7964	4687
1259	7977	4684
1260	7980	4677
1261	7985	4669
1262	7988	4661
1263	7993	4654
1264	7996	4646
1265	8000	4638
1266	8004	4630
1267	8007	4622
1268	8009	4614
1269	8012	4605
1270	8016	4597
1271	8019	4589
1272	8021	4581
1273	8024	4572
1274	8028	4565
1275	8034	4558
1276	8041	4553
1277	8049	4547
1278	8059	4543
1279	8089	4550
1280	8096	4544
1281	8099	4536
1282	8108	4531
1283	8113	4524
1284	8117	4516
1285	8121	4509
1286	8143	4511
1287	8146	4503
1288	8150	4495
1289	8154	4488
1290	8167	4485
1291	8172	4478
1292	8181	4473
1293	8198	4472
1294	8215	4472
1295	8240	4476
1296	8247	4470
1297	8257	4465
1298	8264	4460
1299	8273	4455
1300	8297	4458
1301	8305	4452
1302	8313	4447
1303	8322	4441
1304	8332	4437
1305	8340	4431
1306	8349	4426
1307	8359	4422
1308	8365	4415
1309	8368	4408
1310	8372	4400
1311	8381	4395
1312	8385	4387
1313	8388	4379
1314	8391	4371
1315	8396	4363
1316	8400	4356
1317	8403	4348
1318	8407	4340
1319	8412	4333
1320	8415	4325
1321	8419	4317
1322	8423	4310
1323	8454	4316
1324	8462	4311
1325	8488	4314
1326	8495	4308
1327	8500	4301
1328	8513	4298
1329	8534	4299
1330	8550	4297
1331	8577	4301
1332	8599	4302
1333	8631	4309
1334	8647	4307
1335	8651	4299
1336	8657	4293
1337	8660	4284
1338	8664	4277
1339	8669	4269
1340	8672	4261
1341	8675	4253
1342	8679	4245
1343	8682	4238
1344	8685	4229
1345	8688	4221
1346	8691	4213
1347	8694	4205
1348	8704	4200
1349	8707	4192
1350	8710	4184
1351	8715	4177
1352	8719	4169
1353	8723	4162
1354	8728	4154
1355	8731	4146
1356	8734	4138
1357	8738	4130
1358	8741	4122
1359	8746	4115
1360	8750	4108
1361	8753	4100
1362	8759	4093
1363	8762	4085
1364	8766	4078
1365	8769	4070
1366	8773	4062
1367	8776	4054
1368	8780	4047
1369	8801	4047
1370	8807	4040
1371	8815	4035
1372	8838	4036
1373	8842	4028
1374	8845	4020
1375	8848	4012
1376	8851	4004
1377	8855	3997
1378	8857	3988
1379	8861	3981
1380	8865	3973
1381	8873	3967
1382	8876	3959
1383	8880	3952
1384	8884	3944
1385	8886	3936
1386	8889	3929
1387	8893	3921
1388	8896	3913
1389	8899	3905
1390	8902	3897
1391	8905	3889
1392	8908	3881
1393	8915	3875
1394	8921	3869
1395	8925	3861
1396	8931	3855
1397	8934	3847
1398	8937	3839
1399	8940	3831
1400	8945	3824
1401	8967	3825
1402	8974	3818
1403	8999	3820
1404	9028	3823
1405	9031	3815
1406	9041	3810
1407	9048	3804
1408	9058	3799
1409	9068	3794
1410	9075	3788
1411	9079	3780
1412	9088	3775
1413	9096	3769
1414	9101	3762
1415	9106	3755
1416	9126	3755
1417	9130	3747
1418	9133	3739
1419	9137	3732
1420	9158	3731
1421	9161	3723
1422	9165	3716
1423	9169	3708
1424	9173	3701
1425	9176	3693
1426	9196	3692
1427	9201	3685
1428	9204	3677
1429	9208	3670
1430	9210	3662
1431	9215	3655
1432	9219	3648
1433	9223	3640
1434	9227	3633
1435	9252	3633
1436	9255	3626
1437	9258	3618
1438	9282	3618
1439	9284	3610
1440	9288	3603
1441	9293	3596
1442	9298	3589
1443	9303	3582
1444	9307	3574
1445	9310	3567
1446	9314	3559
1447	9318	3552
1448	9323	3545
1449	9328	3538
1450	9332	3531
1451	9336	3523
1452	9341	3516
1453	9361	3515
1454	9366	3508
1455	9371	3501
1456	9379	3495
1457	9399	3494
1458	9403	3486
1459	9405	3478
1460	9411	3472
1461	9414	3464
1462	9419	3457
1463	9423	3450
1464	9444	3449
1465	9447	3441
1466	9451	3433
1467	9453	3426
1468	9459	3419
1469	9463	3412
1470	9467	3404
1471	9489	3403
1472	9492	3396
1473	9500	3390
1474	9507	3384
1475	9519	3379
1476	9528	3374
1477	9531	3366
1478	9534	3358
1479	9537	3351
1480	9540	3343
1481	9544	3336
1482	9547	3328
1483	9550	3320
1484	9557	3314
1485	9559	3306
1486	9562	3299
1487	9566	3291
1488	9586	3289
1489	9592	3283
1490	9599	3276
1491	9605	3270
1492	9612	3264
1493	9618	3257
1494	9626	3251
1495	9633	3245
1496	9642	3239
1497	9648	3233
1498	9656	3227
1499	9660	3220
1500	9663	3212
1501	9668	3205
1502	9671	3198
1503	9674	3190
1504	9677	3182
1505	9680	3175
1506	9683	3167
1507	9686	3160
1508	9689	3152
1509	9693	3145
1510	9699	3139
1511	9702	3131
1512	9706	3124
1513	9709	3116
1514	9713	3109
1515	9717	3102
1516	9722	3095
1517	9725	3087
1518	9729	3080
1519	9732	3073
1520	9735	3066
1521	9741	3059
1522	9746	3052
1523	9749	3045
1524	9753	3037
1525	9772	3035
1526	9778	3028
1527	9793	3025
1528	9797	3017
1529	9800	3010
1530	9802	3002
1531	9805	2995
1532	9808	2987
1533	9811	2980
1534	9814	2973
1535	9816	2965
1536	9822	2958
1537	9825	2951
1538	9828	2944
1539	9831	2936
1540	9837	2930
1541	9840	2922
1542	9843	2915
1543	9845	2907
1544	9849	2900
1545	9852	2893
1546	9856	2886
1547	9859	2878
1548	9862	2871
1549	9869	2865
1550	9872	2857
1551	9875	2850
1552	9878	2843
1553	9881	2836
1554	9885	2828
1555	9888	2821
1556	9891	2814
1557	9895	2807
1558	9898	2800
1559	9902	2792
1560	9905	2785
1561	9907	2778
1562	9911	2771
1563	9916	2764
1564	9920	2757
1565	9923	2750
1566	9926	2742
1567	9929	2735
1568	9931	2728
1569	9934	2720
1570	9939	2714
1571	9942	2706
1572	9945	2699
1573	9948	2692
1574	9951	2685
1575	9957	2678
1576	9959	2671
1577	9963	2664
1578	9965	2657
1579	9970	2650
1580	9973	2643
1581	9975	2635
1582	9978	2628
1583	9982	2621
1584	9987	2614
1585	9989	2607
1586	9992	2600
1587	9996	2593
1588	10001	2586
1589	10004	2579
1590	10007	2572
1591	10011	2565
1592	10017	2559
1593	10021	2552
1594	10024	2545
1595	10031	2539
1596	10035	2532
1597	10038	2525
1598	10043	2518
1599	10046	2511
1600	10049	2504
1601	10060	2499
1602	10071	2494
1603	10082	2489
1604	10096	2484
1605	10101	2478
1606	10105	2471
1607	10110	2464
1608	10113	2457
1609	10116	2450
1610	10120	2443
1611	10124	2436
1612	10127	2429
1613	10130	2422
1614	10150	2419
1615	10155	2413
1616	10162	2407
1617	10167	2400
1618	10171	2393
1619	10174	2386
1620	10177	2379
1621	10180	2372
1622	10185	2365
1623	10189	2359
1624	10193	2352
1625	10197	2345
1626	10200	2338
1627	10204	2331
1628	10207	2324
1629	10212	2318
1630	10216	2311
1631	10223	2305
1632	10226	2298
1633	10232	2291
1634	10235	2285
1635	10238	2278
1636	10242	2271
1637	10252	2265
1638	10255	2258
1639	10260	2252
1640	10264	2245
1641	10267	2238
1642	10270	2231
1643	10274	2224
1644	10278	2218
1645	10282	2211
1646	10286	2204
1647	10291	2198
1648	10294	2191
1649	10299	2184
1650	10303	2177
1651	10306	2171
1652	10309	2164
1653	10312	2157
1654	10315	2150
1655	10320	2143
1656	10324	2137
1657	10326	2130
1658	10329	2123
1659	10336	2117
1660	10339	2110
1661	10342	2103
1662	10344	2096
1663	10348	2089
1664	10351	2082
1665	10355	2076
1666	10361	2069
1667	10365	2063
1668	10368	2056
1669	10371	2049
1670	10375	2042
1671	10378	2035
1672	10381	2029
1673	10388	2023
