iter	RMSE
159	184.9306823
160	184.9302621
161	184.9298613
162	184.9294903
163	184.9291414
164	184.9288132
165	184.9285044
166	184.9282136
167	184.9279397
168	184.9276817
169	184.9274384
170	184.9272036
171	184.9269873
172	184.9267831
173	184.9265905
174	184.9264086
175	184.9262368
176	184.9260745
177	184.9259211
178	184.9257761
179	184.925639
180	184.9255094
181	184.9253868
182	184.9252708
183	184.925161
184	184.925057
185	184.9249586
186	184.9248655
187	184.9247772
188	184.9246936
189	184.9246144
190	184.9245394
191	184.9244683
192	184.9244009
193	184.924337
194	184.9242764
195	184.9242189
196	184.9241644
197	184.9241128
198	184.9240638
199	184.9240173
200	184.9239731
201	184.9239313
202	184.9238915
203	184.9238538
204	184.9238181
205	184.9237841
206	184.9237519
207	184.9237213
208	184.9236922
209	184.9236646
210	184.9236384
211	184.9236136
212	184.92359
213	184.9235675
214	184.9235462
215	184.923526
216	184.9235068
217	184.9234885
218	184.9234712
219	184.9234547
220	184.9234391
221	184.9234242
222	184.9234101
223	184.9233967
224	184.923384
225	184.9233718
226	184.9233603
227	184.9233494
228	184.923339
229	184.9233292
230	184.9233198
231	184.9233109
232	184.9233024
233	184.9232944
234	184.9232867
235	184.9232795
236	184.9232726
237	184.7992541
238	184.7992453
239	184.799237
240	184.7992291
241	184.7992216
242	184.7992144
243	184.7992076
244	184.6596338
245	184.6596266
246	184.6596197
247	184.6596132
248	184.659607
249	184.6596011
250	184.6595955
251	184.6595901
252	184.6595851
253	184.6595802
254	184.6595757
255	184.6595713
256	184.6595672
257	184.6595632
258	184.6595595
259	184.6595559
260	184.6595526
261	184.6595493
262	184.6595463
263	184.6595434
264	184.6595406
265	184.659538
266	184.6595355
267	184.6595331
268	184.6595309
269	184.6595288
270	184.6595267
271	184.6595248
272	184.6595229
273	184.6595212
274	184.6595205
275	184.6595189
276	184.6595173
277	184.6595158
278	184.4530643
279	184.4530623
280	184.4530604
281	184.4530586
282	184.4530569
283	184.4530552
284	184.4530537
285	184.4530522
286	184.4530508
287	184.4530495
288	184.4530482
289	184.453047
290	184.4530459
291	184.4530448
292	184.4530438
293	184.4530428
294	184.4530419
295	184.453041
296	184.4530402
297	184.4530394
298	184.4530387
299	184.453038
300	184.4530373
301	184.4530366
302	184.44645
303	184.1172337
304	183.5725456
305	183.0277838
306	182.9052439
307	182.5516331
308	182.4313091
309	182.147047
310	181.8649579
311	181.6230154
312	181.6229198
313	181.5121618
314	181.5121564
315	181.3986141
316	181.3909091
317	181.3181216
318	181.3036697
319	181.2851772
320	181.0255871
321	180.7966417
322	180.7966341
323	180.7531847
324	180.3861248
325	180.3861164
326	180.3861086
327	180.3861014
328	179.8879284
329	179.8879219
330	179.887916
331	179.8879106
332	179.8879056
333	179.8879009
334	179.8838488
335	179.8838448
336	179.8838411
337	179.7928075
338	179.5222956
339	179.522293
340	179.5222906
341	179.5222885
342	179.5222865
343	179.5222848
344	179.5222832
345	179.4781415
346	179.4781402
347	179.4376339
348	179.4376316
349	179.4376294
350	179.4376274
351	179.4376256
352	179.3072624
353	179.3072606
354	179.307259
355	178.8477382
356	178.8477327
357	178.8370546
358	178.83691
359	178.8369044
360	178.8368992
361	178.8368942
362	178.8368896
363	178.8368851
364	178.836881
365	178.8368771
366	178.8368733
367	178.8368698
368	178.8368665
369	178.8368634
370	178.8368604
371	178.8368577
372	178.7507277
373	178.7215593
374	178.4088127
375	178.3967117
376	178.2946732
377	178.2252443
378	178.1121024
379	178.0792229
380	178.047484
381	177.997291
382	177.9216978
383	177.884982
384	177.8740411
385	177.8579992
386	177.8166404
387	177.303258
388	176.7686088
389	176.7686046
390	176.5349953
391	176.503762
392	176.5025172
393	176.4927385
394	176.4913705
395	176.4913659
396	176.4913617
397	176.4913579
398	176.4902378
399	176.3937882
400	176.392563
401	176.3912616
402	176.3190856
403	176.198572
404	176.1747562
405	175.8705735
406	175.7534767
407	175.3870913
408	175.3770954
409	175.2565076
410	175.2360453
411	175.2347681
412	175.2149027
413	175.2091188
414	175.2063798
415	175.1995554
416	175.1983439
417	175.1030953
418	175.1021087
419	175.090737
420	175.0654944
421	175.0654921
422	175.0607103
423	175.0607082
424	174.9883075
425	174.9874972
426	174.9866579
427	174.8128953
428	174.812891
429	174.5344007
430	174.5327026
431	174.5327017
432	174.5327008
433	174.5327
434	174.5326993
435	174.5326986
436	174.532698
437	174.5326974
438	174.5326969
439	174.5326964
440	174.5326959
441	174.5326955
442	174.5326951
443	174.5326947
444	174.5326943
445	174.5307698
446	174.5307695
447	174.530238
448	174.5302378
449	174.5302376
450	174.4771611
451	174.4771607
452	174.4766965
453	174.4766962
454	174.4766959
455	174.4766955
456	174.4766952
457	174.4264045
458	174.4264042
459	174.4224282
460	174.1321185
461	174.1294938
462	174.1145348
463	174.0136071
464	174.0134096
465	174.0134076
466	173.7957797
467	173.7923916
468	173.7446457
469	173.7446407
470	173.744636
471	173.74446
472	173.5510563
473	173.31843
474	173.3044031
475	173.3011262
476	173.3011199
477	172.9519254
478	172.9519201
479	172.8961894
480	172.8902047
481	172.8901997
482	172.8654703
483	172.8654639
484	172.8557012
485	172.8556951
486	172.8556892
487	172.8347479
488	172.834742
489	172.8347363
490	172.7920726
491	172.7920675
492	172.0995126
493	172.0995029
494	172.0994936
495	172.0994848
496	172.0906699
497	172.0906568
498	172.0906445
499	172.0544786
500	172.0354903
501	172.0349636
502	172.0349567
503	172.034629
504	172.0346225
505	172.0346165
506	171.9744552
507	171.974452
508	171.974449
509	171.9664331
510	171.9664272
511	171.9038773
512	171.9038106
513	171.9037991
514	171.9037882
515	171.8349018
516	171.8348886
517	171.834876
518	171.6404242
519	171.640412
520	171.6404005
521	171.6403895
522	171.640379
523	171.618183
524	171.4413403
525	171.4413283
526	171.4413246
527	171.4413133
528	171.4413026
529	171.4412924
530	171.4412828
531	171.4356844
532	171.4232236
533	171.423221
534	171.3798987
535	171.3798864
536	171.3237807
537	171.3237694
538	171.254921
539	171.2415403
540	171.2345061
541	171.2344415
542	171.1180253
543	171.1076683
544	171.046853
545	170.9481429
546	170.9481322
547	170.9449091
548	170.9234814
549	170.9234704
550	170.9126218
551	170.9126119
552	170.8807684
553	170.5377238
554	170.5377085
555	170.5210052
556	170.520991
557	170.5209776
558	170.3254477
559	170.3254347
560	170.3254223
561	170.3243962
562	170.3243838
563	170.324372
564	170.3243608
565	170.3194306
566	170.3194194
567	170.3194087
568	170.3193986
569	170.3193889
570	170.3193798
571	170.3193711
572	170.3193628
573	170.3193549
574	170.3193474
575	170.3193403
576	170.3193336
577	170.3193272
578	170.3193211
579	170.3190869
580	170.3177496
581	170.3177051
582	170.3176992
583	170.3176936
584	170.3163989
585	170.1386569
586	170.1386499
587	170.1386432
588	170.1028379
589	170.099552
590	170.099545
591	170.0995384
592	170.099532
593	170.099526
594	170.0995203
595	170.0699714
596	170.0699662
597	170.0443264
598	169.9777371
599	169.9777292
600	169.9549459
601	169.9549383
602	169.954931
603	169.9320885
604	169.9320819
605	169.9277275
606	169.9277208
607	169.927646
608	169.9276394
609	169.9276332
610	169.9276273
611	169.9276217
612	169.9276163
613	169.9237022
614	169.9236945
615	169.9236871
616	169.7140702
617	169.7106473
618	169.7106379
619	169.710629
620	169.7106205
621	169.7106124
622	169.7106048
623	169.7105975
624	169.7105906
625	169.710584
626	169.6901667
627	169.6901611
628	169.6901559
629	169.6901509
630	169.6901461
631	169.6869805
632	169.6837519
633	169.6586211
634	169.6586149
635	169.6586091
636	169.6586036
637	169.6585983
638	169.6585933
639	169.6392793
640	169.5160339
641	169.3930738
642	169.3926879
643	169.3310365
644	169.1743041
645	169.0604086
646	169.0603993
647	169.0603905
648	169.0603821
649	169.0603742
650	169.0586488
651	169.0586412
652	168.9281343
653	168.9281272
654	168.9271049
655	168.927098
656	168.9270915
657	168.9243672
658	168.9243608
659	168.9243259
660	168.9215995
661	168.9215929
662	168.8758296
663	168.8758219
664	168.8758147
665	168.8758079
666	168.8758013
667	168.8757951
668	168.8757892
669	168.8757836
670	168.860413
671	168.8604067
672	168.8604008
673	168.8603581
674	168.8603524
675	168.8603469
676	168.8603417
677	168.8583244
678	168.8583197
679	168.8578571
680	168.8578524
681	168.857848
682	168.8559703
683	168.8534513
684	168.8534484
685	168.8534457
686	168.8534431
687	168.8534406
688	168.853143
689	168.8531406
690	168.8531383
691	168.8413268
692	168.8413243
693	168.8413219
694	168.8413196
695	168.8413174
696	168.8413154
697	168.8413134
698	168.8413116
699	168.8413098
700	168.8413081
701	168.8413072
702	168.8234231
703	168.8216126
704	168.8216111
705	168.8216097
706	168.8215832
707	168.8215819
708	168.8215806
709	168.8215795
710	168.760835
711	168.7608348
712	168.7608346
713	168.7492824
714	168.7492823
715	168.7492821
716	168.7492643
717	168.7492641
718	168.7492639
719	168.7492637
720	168.7492636
721	168.7492481
722	168.7492479
723	168.7492477
724	168.7492475
725	168.7484712
726	168.7180073
727	168.718007
728	168.7180068
729	168.7180066
730	168.7180064
731	168.7180062
732	168.718006
733	168.7177711
734	168.7170575
735	168.7170572
736	168.7081021
737	168.7073058
738	168.5888393
739	168.5102522
740	168.5085126
741	168.5060781
742	168.4859552
743	168.485862
744	168.485862
745	168.3168416
746	168.3167831
747	168.2966646
748	168.2966646
749	168.2965832
750	168.2965097
751	168.2962647
752	168.2946381
753	168.0128047
754	168.0128044
755	167.9597638
756	167.9048526
757	167.9044817
758	167.9036709
759	167.9035583
760	167.8782425
761	167.8777803
762	167.8777801
763	167.8758722
764	167.5427695
765	167.5427688
766	167.5413363
767	167.5413145
768	167.5402631
769	167.4624992
770	167.3505724
771	167.3505509
772	167.3471287
773	167.344835
774	167.344834
775	167.3448331
776	167.3448322
777	167.2899482
778	167.2898802
779	167.2898798
780	167.2898793
781	167.2898789
782	167.2898786
783	167.2898782
784	167.2898779
785	167.2898776
786	167.2873774
787	167.194146
788	167.1941166
789	167.1941165
790	167.1941163
791	167.1939465
792	167.1939464
793	167.192391
794	167.192391
795	167.1923909
796	167.1923908
797	167.1923908
798	167.1923907
799	167.1923907
800	167.1923906
801	167.1923906
802	167.1923905
803	167.1923905
804	167.1916254
805	167.191602
806	167.191602
807	167.1915783
808	167.1880982
809	167.172727
810	167.1685944
811	167.1685944
812	167.1685944
813	167.1543052
814	166.8703957
815	166.870391
816	166.869686
817	166.8696841
818	166.8696822
819	166.8696804
820	166.8696787
821	166.8696771
822	166.8696756
823	166.8696741
824	166.8696728
825	166.8696561
826	166.8696547
827	166.8695557
828	166.8695543
829	166.869553
830	166.8695518
831	166.8695506
832	166.8695495
833	166.8695484
834	166.8695474
835	166.8695465
836	166.8695455
837	166.8695447
838	166.8695438
839	166.8695431
840	166.8695423
841	166.8695416
842	166.8695409
843	166.8695188
844	166.8695182
845	166.8695176
846	166.869517
847	166.8695165
848	166.869516
849	166.8695155
850	166.8688377
851	166.8688372
852	166.8688368
853	166.8688364
854	166.868836
855	166.8688151
856	166.8678627
857	166.8678624
858	166.8674535
859	166.8674532
860	166.8674092
861	166.8673424
862	166.867342
863	166.8673417
864	166.8673414
865	166.8673411
866	166.8672589
867	166.8668983
868	166.8661801
869	166.8661794
870	166.8661301
871	166.8661294
872	166.8661287
873	166.8660969
874	166.8660963
875	166.8660957
876	166.8660952
877	166.8660947
878	166.8425726
879	166.840547
880	166.8405464
881	166.8255442
882	166.8255436
883	166.8255431
884	166.8255427
885	166.8255422
886	166.8255418
887	166.8255414
888	166.8218893
889	166.8218889
890	166.8218886
891	166.8218882
892	166.8218879
893	166.8218876
894	166.8218873
895	166.8218871
896	166.8218868
897	166.8218865
898	166.8218863
899	166.8218861
900	166.8218859
901	166.8218857
902	166.8218855
903	166.8218853
904	166.8218851
905	166.821885
906	166.8218848
907	166.8218847
908	166.8218845
909	166.8218844
910	166.8218842
911	166.8218841
912	166.821884
913	166.8218839
914	166.8211824
915	166.8211822
916	166.821182
917	166.8211818
918	166.8211817
919	166.8211815
920	166.8211813
921	166.8211812
922	166.8211811
923	166.8211809
924	166.8211808
925	166.8211807
926	166.8211806
927	166.8211805
928	166.8211804
929	166.8211803
930	166.8211802
931	166.8211801
932	166.82118
933	166.82118
934	166.8211799
935	166.8211798
936	166.8211797
937	166.8211797
938	166.8211796
939	166.8143414
940	166.8143258
941	166.8143257
942	166.7975414
943	166.7975412
944	166.7975411
945	166.7968369
946	166.7921277
947	166.7921275
948	166.7921274
949	166.7921272
950	166.6546205
951	166.6539379
952	166.6539377
953	166.6539374
954	166.6506768
955	166.6506764
956	166.6501901
957	166.6478474
958	166.647847
959	166.6471874
960	166.6471868
961	166.6132964
962	166.6132958
963	166.5960736
964	166.5960727
965	166.5960719
966	166.5960711
967	166.5960651
968	166.5954577
969	166.595457
970	166.5949006
971	166.5948999
972	166.5948992
973	166.5948986
974	166.5948942
975	166.5946697
976	166.5946692
977	166.5946686
978	166.5944924
979	166.5944859
980	166.5944854
981	166.594485
982	166.5944846
983	166.5944688
984	166.5944684
985	166.594468
986	166.5944676
987	166.5944672
988	166.5944669
989	166.5944666
990	166.5944663
991	166.594466
992	166.5944123
993	166.5909485
994	166.5908999
995	166.5870272
996	166.5838896
997	166.583872
998	166.5831368
999	166.5818119
1000	166.5375626
1001	166.5375625
1002	166.5375625
1003	166.5294593
1004	166.5294593
1005	166.5216695
1006	166.5216337
1007	166.1513413
1008	166.1512992
1009	166.1512613
1010	166.1512613
1011	166.1512613
1012	166.1512613
1013	166.1512613
1014	166.1512612
1015	166.1512612
1016	166.1512612
1017	166.1512612
1018	166.1512612
1019	166.1512612
1020	166.1466591
1021	166.1466591
1022	166.1466591
1023	166.1466591
1024	166.1466591
1025	166.1466591
1026	166.1466591
1027	166.1433158
1028	166.1047725
1029	166.1047724
1030	166.0045481
1031	166.0045481
1032	166.004207
1033	166.0041616
1034	165.9954463
1035	165.995256
1036	165.9950076
1037	165.993053
1038	165.9356174
1039	165.9356174
1040	165.9329813
1041	165.932979
1042	165.9217521
1043	165.9217521
1044	165.9217521
1045	165.9217521
1046	165.9215398
1047	165.9215398
1048	165.9158415
1049	165.9158415
1050	165.9158415
1051	165.8373742
1052	165.8373742
1053	165.8373742
1054	165.8373741
1055	165.8373741
1056	165.8373741
1057	165.8373739
1058	165.8373739
1059	165.8373739
1060	165.8373739
1061	165.8296457
1062	165.8296457
1063	165.8296457
1064	165.8296457
1065	165.8296457
1066	165.8295502
1067	165.6602094
1068	165.6598048
1069	165.6598047
1070	165.6587288
1071	165.6510684
1072	165.6386527
1073	165.6386526
1074	165.6386514
1075	165.6386514
1076	165.6386327
1077	165.638176
1078	165.638176
1079	165.6381759
1080	165.6370954
1081	165.5896276
1082	165.5896211
1083	165.5864665
1084	165.5864518
1085	165.5864518
1086	165.5864518
1087	165.5864517
1088	165.5864501
1089	165.5864501
1090	165.5864494
1091	165.5864494
1092	165.5864494
1093	165.5864494
1094	165.5864494
1095	165.5863644
1096	165.5849915
1097	165.5849915
1098	165.5849915
1099	165.5849915
1100	165.5849915
1101	165.5849915
1102	165.5849915
1103	165.5849915
1104	165.5849915
1105	165.5849915
1106	165.5849915
1107	165.5849915
1108	165.5849915
1109	165.5849915
1110	165.5849915
1111	165.5849915
1112	165.5849915
1113	165.5849915
1114	165.5849915
1115	165.5849915
1116	165.5849915
1117	165.5849915
1118	165.5849915
1119	165.5849915
1120	165.5849915
1121	165.5849915
1122	165.5849915
1123	165.5849915
1124	165.5849915
1125	165.5849915
1126	165.5849915
1127	165.5849915
1128	165.5849915
1129	165.5849915
1130	165.5849915
1131	165.5849915
1132	165.5849915
1133	165.5849915
1134	165.5849915
1135	165.5849915
1136	165.5849915
1137	165.5849915
1138	165.5849915
1139	165.5846227
1140	165.5846227
1141	165.5846227
1142	165.5846227
1143	165.5846227
1144	165.5842746
1145	165.5842746
1146	165.5842746
1147	165.5842746
1148	165.5842746
1149	165.5842746
1150	165.5842746
1151	165.5842746
1152	165.5842746
1153	165.5842746
1154	165.5729828
1155	165.5729828
1156	165.5729828
1157	165.5729828
1158	165.5729828
1159	165.5729828
1160	165.5729828
1161	165.5729828
1162	165.5729828
1163	165.5729828
1164	165.5729828
1165	165.5729828
1166	165.5729828
1167	165.5729828
1168	165.5729828
1169	165.5729828
1170	165.5729828
1171	165.5729828
1172	165.5729828
1173	165.5729828
1174	165.5729828
1175	165.5729828
1176	165.5729828
1177	165.5729828
1178	165.5729828
1179	165.5729828
1180	165.5729828
1181	165.5729828
1182	165.5729828
1183	165.5729828
1184	165.5729828
1185	165.5729828
1186	165.5729828
1187	165.5729828
1188	165.5729828
1189	165.5729828
1190	165.5729828
1191	165.5729828
1192	165.5729828
1193	165.5729828
1194	165.5729828
1195	165.5729828
1196	165.5729828
1197	165.5729828
1198	165.5729828
1199	165.5729828
1200	165.5729828
1201	165.5729828
1202	165.5729828
1203	165.5729828
1204	165.5729828
1205	165.5729828
1206	165.5729828
1207	165.5729828
1208	165.5729828
1209	165.5729828
1210	165.5729828
1211	165.5729828
1212	165.5729828
1213	165.5729828
1214	165.5729828
1215	165.5729828
1216	165.5729828
1217	165.5729828
1218	165.5729828
1219	165.5729828
1220	165.5729828
1221	165.5729828
1222	165.5729828
1223	165.5729828
1224	165.5729828
1225	165.5729828
1226	165.5729828
1227	165.5729828
1228	165.5729828
1229	165.5729828
1230	165.5729828
1231	165.5729828
1232	165.5729653
1233	165.5729653
1234	165.5729653
1235	165.5729653
1236	165.5729653
1237	165.5729653
1238	165.5729653
1239	165.5729653
1240	165.5729653
1241	165.5729653
1242	165.5729653
1243	165.5729653
1244	165.5729653
1245	165.5729653
1246	165.5729653
1247	165.5729653
1248	165.5729653
1249	165.5713477
1250	165.5713477
1251	165.5713477
1252	165.5713477
1253	165.5713477
1254	165.5713477
1255	165.5713477
1256	165.5713477
1257	165.5713477
1258	165.5713477
1259	165.5713477
1260	165.5713477
1261	165.5713477
1262	165.5713477
1263	165.5713477
1264	165.5713477
1265	165.5713477
1266	165.5713477
1267	165.5713477
1268	165.5713477
1269	165.5713477
1270	165.5713477
1271	165.5713477
1272	165.5713477
1273	165.5713477
1274	165.5713477
1275	165.5698014
1276	165.5597986
1277	165.5579252
1278	165.5562743
1279	165.5139519
1280	165.5082352
1281	165.5081911
1282	165.4108206
1283	165.409409
1284	165.3978519
1285	165.3840786
1286	164.7231827
1287	164.7230462
1288	164.7227494
1289	164.7134864
1290	164.7134153
1291	164.713415
1292	164.7134147
1293	164.7134064
1294	164.7079762
1295	164.6651533
1296	164.6640682
1297	164.6640611
1298	164.6640609
1299	164.6610966
1300	164.495116
1301	164.4951159
1302	164.4951157
1303	164.4951156
1304	164.493773
1305	164.4493754
1306	164.4486501
1307	164.44865
1308	164.4486498
1309	164.4486054
1310	164.4486053
1311	164.3748389
1312	164.3747875
1313	164.3747731
1314	164.374773
1315	164.3716214
1316	164.3716213
1317	164.3716212
1318	164.3709279
1319	164.3709261
1320	164.370926
1321	164.3665234
1322	164.3653819
1323	164.2340354
1324	164.2340352
1325	164.1237683
1326	164.1237681
1327	164.123768
1328	164.1224109
1329	164.1224107
1330	164.1224106
1331	164.1224105
1332	164.1224104
1333	164.1224103
1334	164.1224102
1335	164.1138919
1336	164.000193
1337	163.9997848
1338	163.9997626
1339	163.9997625
1340	163.9997564
1341	163.9966492
1342	163.9966491
1343	163.9966484
1344	163.9933571
1345	163.993357
1346	163.9933569
1347	163.9925927
1348	163.9918683
1349	163.9918682
1350	163.9918641
1351	163.9918641
1352	163.991864
1353	163.9297853
1354	163.9297851
1355	163.9297635
1356	163.9297633
1357	163.9294858
1358	163.9294856
1359	163.9135291
1360	163.9135253
1361	163.9135249
1362	163.9117809
1363	163.9117614
1364	163.910492
1365	163.908085
1366	163.9080817
1367	163.9080607
1368	163.9010031
1369	163.8669135
1370	163.8664222
1371	163.8644954
1372	163.7071809
1373	163.7071793
1374	163.7032463
1375	163.7032448
1376	163.7032151
1377	163.7032137
1378	163.7032108
1379	163.6958465
1380	163.6903077
1381	163.6903063
1382	163.690305
1383	163.6892829
1384	163.6892817
1385	163.6892806
1386	163.6892795
1387	163.6892785
1388	163.6891966
1389	163.6891956
1390	163.6891931
1391	163.6891922
1392	163.6891913
1393	163.6891904
1394	163.6891896
1395	163.6891889
1396	163.6886815
1397	163.6886808
1398	163.6886784
1399	163.6886777
1400	163.6875921
1401	163.489645
1402	163.4869281
1403	163.413684
1404	163.2887617
1405	163.288748
1406	163.2887227
1407	163.2887091
1408	163.2668183
1409	163.2653965
1410	163.2651236
1411	163.2651203
1412	163.2334076
1413	163.198631
1414	163.1980402
1415	163.1965398
1416	163.1841624
1417	163.1836457
1418	163.1829584
1419	163.1819121
1420	163.0611147
1421	163.0605944
1422	163.0561548
1423	163.05507
1424	163.0544852
1425	163.0522487
1426	162.9880165
1427	162.9802778
1428	162.9796627
1429	162.9695343
1430	162.9694961
1431	162.9689727
1432	162.9666535
1433	162.9665529
1434	162.9664661
1435	162.5177885
1436	162.5177488
1437	162.5169573
1438	162.3988433
1439	162.3987876
1440	162.3984753
1441	162.3958404
1442	162.3958374
1443	162.3597652
1444	162.359733
1445	162.3589415
1446	162.3588623
1447	162.3578243
1448	162.3572707
1449	162.3125875
1450	162.296773
1451	162.295771
1452	162.2956402
1453	162.0766543
1454	162.0761805
1455	162.0761119
1456	162.0492886
1457	161.9599583
1458	161.959134
1459	161.9591328
1460	161.9577
1461	161.9576989
1462	161.9576979
1463	161.955353
1464	161.7449995
1465	161.7449852
1466	161.7449839
1467	161.7449828
1468	161.744547
1469	161.7431158
1470	161.7385539
1471	161.5177285
1472	161.5177279
1473	161.5177274
1474	161.5177269
1475	161.5177264
1476	161.5032355
1477	161.5032351
1478	161.5032347
1479	161.5032343
1480	161.5032339
1481	161.5032336
1482	161.5032293
1483	161.503229
1484	161.5032287
1485	161.5032284
1486	161.5032281
1487	161.4605694
1488	161.4282079
1489	161.4282076
1490	161.4282074
1491	161.4282071
1492	161.4282069
1493	161.4282067
1494	161.4282065
1495	161.4282063
1496	161.4281664
1497	161.4281663
1498	161.4277721
1499	161.427772
1500	161.4277718
1501	161.4277717
1502	161.4277716
1503	161.4277667
1504	161.427759
1505	161.4277589
1506	161.4277515
1507	161.4277514
1508	161.427731
1509	161.4277215
1510	161.4273338
1511	161.4273338
1512	161.4271305
1513	161.4270674
1514	161.4264919
1515	161.4262571
1516	161.4262571
1517	161.4262571
1518	161.4262571
1519	161.4203772
1520	161.4203772
1521	161.4129994
1522	161.4100713
1523	161.409957
1524	161.4099464
1525	160.9847273
1526	160.9847273
1527	160.9835898
1528	160.9835898
1529	160.9835898
1530	160.9835898
1531	160.9835897
1532	160.9835897
1533	160.9835781
1534	160.9835781
1535	160.9835781
1536	160.983578
1537	160.9832271
1538	160.9828649
1539	160.9828649
1540	160.9730561
1541	160.9730561
1542	160.9726034
1543	160.9726034
1544	160.9726034
1545	160.9673435
1546	160.9655076
1547	160.9655076
1548	160.9654998
1549	160.9645616
1550	160.9645616
1551	160.9645616
1552	160.9645275
1553	160.9645275
1554	160.9645266
1555	160.9645266
1556	160.9645266
1557	160.964303
1558	160.964303
1559	160.964303
1560	160.964303
1561	160.964303
1562	160.9642863
1563	160.9642863
1564	160.9635626
1565	160.9635626
1566	160.9635626
1567	160.9629202
1568	160.9629202
1569	160.9629202
1570	160.9316844
1571	160.9316777
1572	160.9316777
1573	160.9316777
1574	160.9316777
1575	160.931296
1576	160.931296
1577	160.931296
1578	160.931296
1579	160.931296
1580	160.931296
1581	160.931296
1582	160.931296
1583	160.931296
1584	160.9309101
1585	160.9308934
1586	160.9308934
1587	160.9308934
1588	160.9308934
1589	160.9308934
1590	160.9308934
1591	160.9308934
1592	160.9308934
1593	160.9307386
1594	160.9307386
1595	160.9252243
1596	160.9221762
1597	160.9221762
1598	160.9220866
1599	160.9220866
1600	160.9220866
1601	160.9220789
1602	160.9217299
1603	160.9167268
1604	160.8577048
1605	160.8577048
1606	160.8562123
1607	160.8562123
1608	160.8562122
1609	160.8562122
1610	160.8562122
1611	160.8562122
1612	160.8561995
1613	160.8561994
1614	160.8194361
1615	160.8192733
1616	160.8192733
1617	160.8192733
1618	160.8190202
1619	160.8190202
1620	160.8190099
1621	160.8190099
1622	160.8187271
1623	160.8185046
1624	160.8185045
1625	160.8185045
1626	160.8185045
1627	160.818261
1628	160.8180647
1629	160.8170139
1630	160.8151438
1631	160.760341
1632	160.7578978
1633	160.7578978
1634	160.7578978
1635	160.7578978
1636	160.7577381
1637	160.6850967
1638	160.6819468
1639	160.6819467
1640	160.6819466
1641	160.6819466
1642	160.6819465
1643	160.6819464
1644	160.6819464
1645	160.6794183
1646	160.6794182
1647	160.6794119
1648	160.679406
1649	160.6755748
1650	160.6755747
1651	160.6755747
1652	160.6755747
1653	160.6755746
1654	160.6755746
1655	160.6755746
1656	160.6750671
1657	160.6750671
1658	160.6750671
1659	160.6748571
1660	160.6748571
1661	160.6748571
1662	160.6748571
1663	160.674857
1664	160.674857
1665	160.6704765
1666	160.6674202
1667	160.6674202
1668	160.6674202
1669	160.6673898
1670	160.6673898
1671	160.6673898
1672	160.6673898
1673	160.667214
1674	160.6671757
1675	160.6671757
1676	160.6671757
1677	160.6671748
1678	160.6671748
1679	160.666995
1680	160.6659841
1681	160.6659841
1682	160.6650712
